form	lemma	morph	POS		
Colere	Colere		
,	,		
&	ê		
elle	il		
jugea	juger		
bien	bien		
par	par		
là	là		
&	je		
par	par		
les	le		
termes	terme		
dont	dont		
elle	il		
plaignoit	plaindre		
son	son		
mal	mal		
,	,		
qu’elle	quelle		
en	en		
ignoroit	ignorer		
&	lair		
l’autheur	liautheur		
&	avoir		
la	le		
cause	cause		
:	:		
Elle	il		
n’estoit	naître		
pourtant	pourtant		
pas	pas		
hors	hors		
de	de		
peine	peine		
pour	pour		
son	son		
Amant	amant		
,	,		
qui	qui		
de	de		
son	son		
costé	costé		
ne	ne		
passoit	passer		
pas	pas		
mieux	mieux		
le	le		
temps	temps		
,	,		
&	ê		
n’entendoit	naîoit		
personne	personne		
approcher	approcher		
du	de_le		
lieu	lieu		
où	où		
il	il		
estoit	estoit		
,	,		
qu’il	queil		
ne	ne		
pensast	pensast		
qu’on	queon		
vint	venir		
à	à		
luy	luy		
;	;		
&	je		
il	il		
crut	croire		
mesme	mesme		
estre	estre		
tout	tout		
-	-		
à	à		
-	-		
fait	faire		
découvert	découvrir		
,	,		
quand	quand		
la	le		
Jüive	Juive		
feignant	feindre		
de	de		
chercher	chercher		
quelques	quelque		
hardes	harde		
,	,		
fut	être		
luy	luy		
jetter	jeter		
des	un		
habits	habit		
de	de		
Fille	fille		
pour	pour		
se	se		
déguiser	déguiser		
.	.		
J’estime	je		
maintenant	maintenant		
que	que		
dans	dans		
la	le		
crainte	crainte		
que	que		
vous	vous		
avez	avoir		
pour	pour		
luy	luïr		
,	,		
ce	ce		
seroit	être		
assez	assez		
de	de		
vous	vous		
dire	dire		
qu’à	queà		
la	le		
faveur	faveur		
de	de		
ce	ce		
déguisement	déguisement		
il	il		
sortit	sortir		
de	de		
la	le		
Maison	Maison		
;	;		
mais	mais		
ce	ce		
n’estoit	naître		
pas	pas		
assez	assez		
pour	pour		
son	son		
amour	amour		
,	,		
il	il		
voulut	vouloir		
hazarder	hazarder		
plus	plus		
pour	pour		
voir	voir		
Zennakhoub	Zennakhoub		
avant	avant		
que	que		
de	de		
la	il		
quitter	quitter		
;	;		
&	avoir		
ce	ce		
qui	qui		
me	je		
fait	faire		
encor	encore		
trembler	trembler		
quand	quand		
j’y	joire		
songe	songer		
,	,		
est	être		
la	le		
hardiesse	hardiesse		
qu’il	queil		
eust	eust		
d’entrer	dentrer		
où	où		
elle	il		
estoit	estoit		
,	,		
&	avoir		
d’aller	dlaller		
dire	dire		
quelque	quelque		
chose	chose		
à	à		
l’oreille	lioreille		
de	de		
la	le		
Juïve	Juïve		
,	,		
comme	comme		
s’il	sail		
eut	avoir		
esté	esté		
une	un		
Esclave	esclave		
qui	qui		
venoit	venir		
la	le		
querir	querir		
.	.		
Si	si		
la	le		
Mere	Mere		
de	de		
Zennakhoub	Zennakhoub		
n’eust	nerst		
esté	ester		
occupée	occuper		
d’ailleurs	dîailleur		
,	,		
&	ê		
prévenuë	prévenu		
de	de		
douleur	douleur		
,	,		
&	ê		
qu’elle	quelle		
eust	eust		
pris	prendre		
garde	garde		
quand	quand		
il	il		
entra	entrer		
à	à		
la	le		
surprise	surprise		
étonnante	étonnant		
de	de		
la	le		
Juïve	Juïve		
qui	qui		
pâlit	pâlir		
,	,		
&	je		
à	à		
l’alteration	léalteration		
du	de_le		
visage	visage		
de	de		
sa	son		
Fille	Fille		
qui	qui		
tout	tout		
d’un	déun		
coup	coup		
s’enflâma	sonflama		
,	,		
il	il		
luy	luy		
fut	être		
peut	pouvoir		
-	-		
estre	estre		
venu	venir		
dans	dans		
l’esprit	lire		
toute	tout		
autre	autre		
chose	chose		
que	que		
la	le		
crainte	crainte		
dont	dont		
elle	il		
fut	être		
frapée	fraper		
,	,		
que	que		
ce	ce		
changement	changement		
soudain	soudain		
ne	ne		
fut	être		
un	un		
symptôme	symptôme		
du	de_le		
mal	mal		
de	de		
Zennakhoub	Zennakhoub		
:	:		
mais	mais		
elle	il		
n’en	naître		
pût	pouvoir		
rien	rien		
soupçonner	soupçonner		
;	;		
&	je		
la	le		
Malade	Malade		
ayant	avoir		
appellé	appeller		
la	le		
Juïve	Juïve		
,	,		
comme	comme		
si	si		
elle	il		
eust	eust		
voulu	vouloir		
quelque	quelque		
service	service		
d’elle	dîelle		
,	,		
&	ê		
qu’elle	quelle		
luy	luy		
aidast	aidestrer		
à	à		
relever	relever		
sa	son		
teste	teste		
sur	sur		
un	un		
quareau	quareau		
,	,		
elle	il		
luy	luy		
commanda	commander		
tout	tout		
-	-		
bas	bas		
d’emmener	dlemmener		
au	à_le		
plutost	plutost		
ce	ce		
teméraire	teméraire		
,	,		
afin	afin		
de	de		
donner	donner		
le	le		
calme	calme		
à	à		
son	son		
ame	âme		
,	,		
que	que		
l’amour	lire		
&	avoir		
la	le		
crainte	crainte		
agitoient	agiter		
cruellement	cruellement		
.	.		
Ils	il		
sortirent	sortir		
en	en		
méme	méme		
temps	temps		
;	;		
&	ê		
cette	ce		
blessure	blessure		
de	de		
Zennakhoub	Zennakhoub		
ayant	avoir		
esté	ester		
plus	plus		
favorable	favorable		
que	que		
funeste	funeste		
,	,		
n’a	naître		
servy	servir		
que	que		
de	de		
prétexte	prétexte		
au	à_le		
retardement	retardement		
de	de		
son	son		
mariage	mariage		
.	.		
_____	______		
Suite	Suite		
du	de_le		
discours	discours		
sur	sur		
le	le		
Bajazet	Bajazet		
,	,		
Tragédie	Tragédie		
du	de_le		
Sieur	Sieur		
Racine	Racine		
Mais	mais		
retournons	retourner		
à	à		
l’Autheur	llautheur		
de	de		
Bajazet	Bajazet		
,	,		
dont	dont		
l’ouvrage	leouvrage		
m’a	mêer		
donné	donner		
lieu	lieu		
de	de		
vous	vous		
raconter	raconter		
cette	ce		
aventure	aventure		
.	.		
Je	je		
n’ay	naî		
rien	rien		
à	à		
vous	vous		
dire	dire		
de	de		
son	son		
mérite	mérite		
;	;		
il	il		
est	être		
si	si		
grand	grand		
qu’on	queon		
ne	ne		
peut	pouvoir		
trouver	trouver		
de	un		
place	place		
sur	sur		
le	le		
Parnasse	Parnasse		
aujourd’huy	aujourdehuy		
digne	digne		
de	de		
luy	luy		
estre	estre		
offerte	offrir		
;	;		
&	je		
ses	son		
Amis	Ami		
le	il		
placent	placer		
entre	entre		
Sophocle	Sophocle		
&	le		
Euripide	Euripide		
,	,		
aux	à_le		
Pieces	Pieces		
duquel	duquel		
il	il		
semble	sembler		
que	que		
Diogene	Diogene		
Laërce	Laërce		
veüille	veuiller		
nous	nous		
faire	faire		
entendre	entendre		
que	que		
Socrate	Socrate		
avoit	avoir		
la	le		
meilleure	meilleur		
part	part		
des	de_le		
plus	plus		
beaux	beau		
endroits	endroit		
.	.		
Les	le		
Rivaux	Rivaux		
de	de		
cet	ce		
Euripide	Euripide		
ou	ou		
Socrate	Socrate		
François	François		
,	,		
voudroient	vouloir		
bien	bien		
je	je		
croy	croire		
le	il		
voir	voir		
déjà	déjà		
où	où		
sont	être		
ces	ce		
grands	grand		
personnages	personnage		
Grecs	Grec		
,	,		
quand	quand		
bien	bien		
mesme	mesmer		
sa	son		
memoire	memoire		
devroit	devoir		
estre	estre		
aussi	aussi		
glorieuse	glorieux		
que	que		
celle	celui		
qu’ils	queil		
ont	avoir		
meritée	meriter		
.	.		
À	à		
Paris	Paris		
,	,		
ce	ce		
9	9		
.	.		
Janvier	janvier		
.	.		
_____	______		
L’Histoire	LXHistoire		
de	de		
celle	celui		
qui	qui		
aima	aimer		
mieux	mieux		
se	se		
brûler	brûler		
avec	avec		
son	son		
Mary	Mary		
,	,		
que	que		
de	de		
le	il		
voir	voir		
infidèle	infidèle		
Je	je		
ne	ne		
sçay	sçay		
,	,		
Madame	madame		
,	,		
si	si		
mes	mon		
Lettres	lettre		
auront	avoir		
eu	avoir		
le	le		
bonheur	bonheur		
de	de		
vous	vous		
plaire	plaire		
;	;		
mais	mais		
je	je		
vous	vous		
assure	assurer		
que	que		
je	je		
m’informe	mêinformer		
avec	avec		
soin	soin		
des	de_le		
Nouvelles	Nouvelles		
les	le		
plus	plus		
curieuses	curieux		
,	,		
&	avoir		
des	un		
avantures	avanture		
les	le		
plus	plus		
surprenantes	surprenant		
,	,		
&	être		
je	je		
croy	croy		
que	que		
celle	celui		
dont	dont		
je	je		
vais	aller		
vous	vous		
entretenir	entretenir		
,	,		
ne	ne		
vous	vous		
paroistra	paroistrer		
pas	pas		
moins	moins		
extraordinaire	extraordinaire		
que	que		
les	le		
precédentes	precédente		
;	;		
elle	il		
est	être		
arrivée	arriver		
depuis	depuis		
peu	peu		
dans	dans		
une	un		
des	de_le		
Provinces	Provinces		
de	de		
ce	ce		
Royaume	Royaume		
,	,		
où	où		
elle	il		
fait	faire		
encor	encore		
beaucoup	beaucoup		
de	de		
bruit	bruit		
.	.		
Celiante	Celiante		
Homme	homme		
de	de		
qualité	qualité		
,	,		
bien	bien		
fait	faire		
,	,		
spirituel	spirituel		
,	,		
plein	plein		
de	de		
courage	courage		
,	,		
&	ê		
qui	qui		
avoit	avoir		
donné	donner		
des	un		
marques	marque		
de	de		
son	son		
esprit	esprit		
&	ê		
de	de		
sa	son		
valeur	valeur		
dans	dans		
un	un		
temps	temps		
où	où		
les	le		
autres	autre		
commencent	commencer		
à	à		
peine	peine		
d’entrer	dlentrer		
dans	dans		
le	le		
Monde	Monde		
,	,		
devint	devenir		
éperdûment	éperdûment		
amoureux	amoureux		
de	de		
la	le		
jeune	jeune		
Lydiane	Lydiane		
.	.		
Vous	vous		
croyez	croire		
peut	pouvoir		
-	-		
estre	estre		
que	que		
je	je		
vais	aller		
vous	vous		
la	il		
dépeindre	dépeindre		
comme	comme		
une	un		
Heroïne	Heroïne		
de	de		
Roman	Roman		
,	,		
&	je		
que	que		
je	je		
vais	aller		
vous	vous		
dire	dire		
qu’elle	quelle		
estoit	estoit		
la	le		
plus	plus		
belle	beau		
Personne	Personne		
du	de_le		
Monde	monde		
:	:		
mais	mais		
comme	comme		
je	je		
raconte	raconter		
une	un		
Histoire	Histoire		
veritable	veritable		
,	,		
je	je		
laisseray	laisser		
le	le		
soin	soin		
de	de		
faire	faire		
ces	ce		
belles	beau		
peintures	peinture		
aux	à_le		
Inventeurs	Inventeurs		
ingénieux	ingénieux		
de	de		
ces	ce		
beaux	beau		
Romans	Romans		
,	,		
dont	dont		
les	le		
plus	plus		
beaux	beau		
Esprits	Esprit		
de	de		
France	France		
ont	avoir		
souvent	souvent		
diverty	diverty		
toute	tout		
la	le		
Terre	Terre		
.	.		
Tout	tout		
ce	ce		
que	que		
je	je		
vous	vous		
puis	pouvoir		
dire	dire		
à	à		
l’avantage	liavantage		
de	de		
Lydiane	Lydiane		
,	,		
c’est	ceest		
qu’elle	quelle		
estoit	estoit		
de	de		
belle	beau		
taille	taille		
,	,		
&	ê		
qu’elle	quelle		
avoit	avoir		
infiniment	infiniment		
d’esprit	desprit		
.	.		
Quoy	Quoy		
qu’elle	quelle		
ne	ne		
passast	passast		
pas	pas		
pour	pour		
belle	beau		
,	,		
il	il		
falloit	falloir		
bien	bien		
qu’elle	quelle		
eust	eust		
quelque	quelque		
agrément	agrément		
;	;		
&	joir		
si	si		
elle	il		
n’en	naître		
avoit	avoir		
pas	pas		
pour	pour		
tout	tout		
le	le		
monde	monde		
,	,		
il	il		
falloit	falloir		
du	de_le		
moins	moins		
qu’elle	quelle		
en	en		
eust	eust		
aux	à_le		
yeux	œil		
de	de		
son	son		
Amant	amant		
,	,		
s’il	sail		
est	être		
vray	vray		
que	que		
les	le		
Proverbes	Proverbes		
n’ayent	naître		
jamais	jamais		
menty	menty		
.	.		
Lydiane	Lydiane		
estoit	estoit		
de	de		
naissance	naissance		
,	,		
elle	il		
devoit	devoir		
avoir	avoir		
de	un		
grands	grand		
biens	bien		
en	en		
mariage	mariage		
,	,		
&	je		
devoit	devoir		
estre	estre		
seule	seul		
heritiere	heritiere		
de	de		
deux	deux		
de	de		
ces	ce		
Parens	Parent		
qui	qui		
avoient	avoyer		
la	le		
réputation	réputation		
d’estre	dé		
des	de_le		
plus	plus		
riches	riche		
de	de		
la	le		
Province	Province		
.	.		
Vous	vous		
sçavez	sçaver		
,	,		
Madame	madame		
,	,		
qu’on	queon		
ne	ne		
s’y	seoir		
trompe	tromper		
guere	guère		
:	:		
ceux	celui		
qui	qui		
passent	passer		
pour	pour		
riches	riche		
en	en		
Province	Province		
,	,		
le	il		
sont	être		
souvent	souvent		
en	en		
effet	effet		
;	;		
leur	leur		
bien	bien		
paroist	paroist		
aux	à_le		
yeux	œil		
de	de		
tout	tout		
le	le		
monde	monde		
,	,		
&	jon		
leurs	leur		
terres	terre		
sont	être		
des	un		
effets	effet		
qu’on	queon		
n’enleve	naître		
pas	pas		
en	en		
une	un		
nuit	nuit		
.	.		
Les	le		
grands	grand		
biens	bien		
de	de		
Lydiane	Lydiane		
,	,		
&	je		
l’espoir	lir		
des	de_le		
grands	grand		
héritages	héritage		
qui	qui		
la	il		
regardoient	regarder		
,	,		
luy	luy		
attirerent	attirer		
une	un		
foule	foule		
incroyable	incroyable		
d’Amans	devoir		
de	de		
toutes	tout		
sortes	sorte		
de	de		
qualitez	qualitez		
,	,		
entre	entre		
lesquels	lequel		
Celiante	Celiante		
ne	ne		
parut	paraître		
pas	pas		
des	un		
moins	moins		
empressez	empresser		
.	.		
Comme	comme		
elle	il		
n’estoit	naître		
pas	pas		
belle	beau		
,	,		
&	ê		
qu’elle	quelle		
avoit	avoir		
assez	assez		
d’esprit	desprit		
pour	pour		
le	le		
connoistre	connaistre		
,	,		
elle	il		
résolut	résoudre		
de	de		
ne	ne		
donner	donner		
son	son		
cœur	crur		
qu’à	queà		
celuy	celuy		
qu’elle	quelle		
croiroit	croire		
le	le		
moins	moins		
interessé	interessé		
.	.		
Ce	ce		
n’estoit	naître		
pas	pas		
une	un		
chose	chose		
facile	facile		
à	à		
démesler	démesler		
,	,		
les	le		
Hommes	homme		
sçavent	sçaver		
bien	bien		
se	se		
contrefaire	contrefaire		
;	;		
&	être		
quand	quand		
il	il		
y	y		
va	aller		
de	de		
leur	leur		
interest	interest		
,	,		
on	on		
en	en		
trouve	trouver		
peu	peu		
qui	qui		
n’apprennent	naître		
bientost	bientost		
à	à		
devenir	devenir		
hypocrites	hypocrite		
.	.		
Lydiane	Lydiane		
apres	apres		
les	il		
avoir	avoir		
tous	tous		
examinez	examiner		
à	à		
loisir	loisir		
,	,		
&	je		
les	il		
avoir	avoir		
éprouvez	éprouver		
par	par		
mille	mille		
adresses	adresse		
spirituelles	spirituel		
,	,		
crût	croire		
que	que		
Celiante	Celiante		
estoit	estoit		
le	le		
plus	plus		
honneste	honneste		
Homme	homme		
;	;		
&	je		
l’ayant	laayer		
jugé	juger		
le	le		
plus	plus		
parfait	parfait		
&	s		
le	le		
moins	moins		
interessé	interessé		
,	,		
elle	il		
crût	croire		
qu’elle	quelle		
luy	luy		
devoit	devoir		
donner	donner		
son	son		
cœur	cèur		
.	.		
Il	il		
s’apperçeut	sappercer		
du	de_le		
penchant	penchant		
qu’elle	quelle		
avoit	avoir		
pour	pour		
luy	luy		
;	;		
ce	ce		
qui	qui		
l’engagea	lirer		
de	de		
la	il		
presser	presser		
encor	encore		
davantage	davantage		
.	.		
Il	il		
obtint	obtenir		
bientost	bientost		
ce	ce		
qu’il	queil		
souhaitoit	souhaitoit		
;	;		
on	on		
ne	ne		
resiste	resister		
pas	pas		
longtemps	longtemps		
apres	aprendre		
une	un		
résolution	résolution		
pareille	pareil		
à	à		
celle	celui		
que	que		
Lydiane	Lydiane		
avoit	avoir		
faite	faire		
.	.		
L’intelligence	leintelligence		
qui	qui		
se	se		
forma	former		
entr’eux	entreeux		
fut	être		
bien	bien		
-	-		
tost	tost		
sçeuë	sçeu		
de	de		
tous	tout		
les	le		
Amans	Amans		
de	de		
cette	ce		
spirituelle	spirituel		
Personne	Personne		
,	,		
&	je		
ses	son		
Parens	Parens		
ne	ne		
tarderent	tarder		
guere	guère		
à	à		
l’apprendre	lnapprendre		
.	.		
Le	le		
choix	choix		
du	de_le		
cœur	cuur		
de	de		
Lydiane	Lydiane		
ne	ne		
fut	être		
pas	pas		
le	le		
leur	leur		
;	;		
ils	il		
n’avoient	navoir		
pas	pas		
pris	prendre		
tant	tant		
de	de		
précautions	précaution		
qu’elle	quelle		
pour	pour		
le	il		
faire	faire		
,	,		
&	ê		
celuy	celuy		
qui	qui		
leur	il		
avoit	avoir		
paru	paraître		
le	le		
plus	plus		
riche	riche		
,	,		
leur	il		
avoit	avoir		
paru	paraître		
aussi	aussi		
le	le		
plus	plus		
digne	digne		
de	de		
la	il		
posseder	posseder		
.	.		
Je	je		
ne	ne		
vous	vous		
décriray	décrire		
point	point		
icy	icy		
les	le		
chagrins	chagrin		
qu’eurent	quet		
ces	ce		
Amans	Amans		
,	,		
ny	ny		
ce	ce		
que	que		
Lydiane	Lydiane		
soufrit	soufrir		
du	de_le		
costé	costé		
de	de		
l’Amour	llèmour		
,	,		
&	je		
de	de		
celuy	celuy		
de	de		
ses	son		
Parens	Parens		
;	;		
on	on		
voit	voir		
peu	peu		
d’Histoires	dehistoires		
amoureuses	amoureux		
où	où		
l’on	lnon		
ne	ne		
trouve	trouver		
les	le		
mesmes	mesme		
choses	chose		
.	.		
Je	je		
me	je		
contenteray	contenter		
donc	donc		
de	de		
vous	vous		
dire	dire		
qu’apres	queapre		
bien	bien		
des	un		
traverses	traverse		
,	,		
la	le		
prudente	prudent		
Lydiane	Lydiane		
sçeut	sçeut		
si	si		
bien	bien		
se	se		
conduire	conduire		
,	,		
&	ê		
menagea	menager		
si	si		
bien	bien		
l’esprit	lire		
de	de		
ses	son		
Parens	Parens		
,	,		
que	que		
quelque	quelque		
temps	temps		
apres	aprendre		
avoir	avoir		
obtenu	obtenir		
qu’elle	quelle		
n’épouseroit	naépouser		
point	point		
celuy	celuy		
qu’ils	queil		
luy	luy		
vouloient	vouloir		
donner	donner		
,	,		
ils	il		
consentirent	consentir		
qu’elle	quelle		
épousast	épousast		
Celiante	Celiante		
.	.		
Rien	rien		
ne	ne		
fut	être		
plus	plus		
heureux	heureux		
que	que		
les	le		
premieres	premier		
années	année		
;	;		
de	de		
leur	leur		
mariage	mariage		
;	;		
ils	il		
s’aimerent	saimer		
en	en		
Amans	Amans		
,	,		
&	je		
l’on	lire		
ne	ne		
vit	vivre		
jamais	jamais		
une	un		
union	union		
si	si		
parfaite	parfait		
:	:		
peut	pouvoir		
estre	estre		
qu’elle	quelle		
auroit	avoir		
duré	durer		
plus	plus		
long	long		
-	-		
temps	temps		
,	,		
si	si		
les	le		
yeux	œil		
de	de		
la	le		
jeune	jeune		
Elise	Elise		
ne	ne		
fussent	être		
venus	venir		
troubler	troubler		
leur	leur		
repos	repos		
.	.		
Jamais	jamais		
Femme	femme		
ne	ne		
fut	être		
si	si		
coquette	coquet		
,	,		
&	ê		
ne	ne		
mit	mettre		
plus	plus		
de	de		
choses	chose		
en	en		
usage	usage		
pour	pour		
plaire	plaire		
:	:		
Elle	il		
plût	plaire		
à	à		
Celiante	Celiante		
malheureusement	malheureusement		
pour	pour		
luy	luïr		
,	,		
&	je		
elle	il		
sçeut	sçeut		
l’attacher	liattacher		
avec	avec		
tant	tant		
d’adresse	déadresse		
&	être		
tant	tant		
d’artifice	daartifice		
,	,		
qu’il	queil		
perdit	perdre		
peu	peu		
à	à		
peu	peu		
tout	tout		
l’amour	lnamour		
qu’il	queil		
avoit	avoir		
pour	pour		
sa	son		
Femme	femme		
.	.		
Il	il		
cessa	cesser		
d’abord	dlaiord		
d’estre	dlestre		
si	si		
complaisant	complaire		
pour	pour		
elle	il		
;	;		
il	il		
fut	être		
en	en		
suite	suite		
jusques	jusque		
à	à		
l’indiférence	liférence		
,	,		
&	ê		
de	de		
cette	ce		
indiférence	indiférence		
il	il		
passa	passer		
au	à_le		
mépris	mépris		
.	.		
Les	le		
choses	chose		
n’en	naître		
demeurerent	demeurer		
pas	pas		
là	là		
;	;		
&	être		
comme	comme		
les	le		
Coquettes	Coquettes		
ne	ne		
se	se		
contentent	contenter		
pas	pas		
des	un		
cœurs	cuurs		
,	,		
&	ê		
qu’elles	quelles		
ne	ne		
s’étudient	saétudier		
à	à		
les	il		
gagner	gagner		
que	que		
pour	pour		
attirer	attirer		
autre	autre		
chose	chose		
,	,		
Celiante	Celiante		
se	se		
trouva	trouver		
insensiblement	insensiblement		
engagé	engager		
à	à		
faire	faire		
tous	tout		
les	le		
jours	jour		
des	de_le		
présens	présent		
nouveaux	nouveau		
à	à		
Elise	Elise		
;	;		
&	je		
cette	ce		
spirituelle	spirituel		
Coquette	Coquette		
en	en		
sçavoit	sçaver		
si	si		
bien	bien		
faire	faire		
naistre	naître		
les	le		
occasions	occasion		
,	,		
qu’il	queil		
sembloit	sembler		
qu’elles	quelles		
s’offrissent	saoffrissent		
d’elles	dîelle		
-	-		
mesmes	marsme		
.	.		
Vous	vous		
pouvez	pouvoir		
vous	vous		
imaginer	imaginer		
que	que		
Lydiane	Lydiane		
ne	ne		
souffrit	souffrir		
pas	pas		
fort	fort		
patiemment	patiemment		
la	le		
perte	perte		
du	de_le		
cœur	cuur		
de	de		
Celiante	Celiante		
,	,		
&	avoir		
la	le		
dissipation	dissipation		
de	de		
leur	leur		
bien	bien		
:	:		
Ils	il		
eurent	avoir		
plusieurs	plusieurs		
démeslez	démesler		
là	là		
-	-		
dessus	dessus		
qui	qui		
firent	faire		
beaucoup	beaucoup		
d’éclat	dléclat		
;	;		
mais	mais		
comme	comme		
Lydiane	Lydiane		
aimoit	aimer		
passionnément	passionnément		
son	son		
Mary	Mary		
,	,		
elle	il		
se	se		
racommoda	racommoder		
souvent	souvent		
avecque	avec		
luy	luïr		
:	:		
mais	mais		
enfin	enfin		
les	le		
choses	chose		
vinrent	venir		
à	à		
un	un		
point	point		
,	,		
qu’elle	quelle		
fut	être		
obligée	obliger		
de	de		
se	se		
plaindre	plaindre		
hautement	hautement		
,	,		
&	ê		
les	le		
mauvais	mauvais		
traitemens	traitement		
suivirent	suivre		
l’indiférence	liférence		
,	,		
les	le		
mépris	mépris		
,	,		
&	être		
la	le		
dissipation	dissipation		
des	de_le		
biens	bien		
.	.		
L’éclat	Lséclat		
qu’Elise	quelise		
en	en		
fit	faire		
,	,		
réjouït	réjouïr		
Celiante	Celiante		
,	,		
loin	loin		
de	de		
l’affliger	lnaffliger		
;	;		
il	il		
luy	luire		
donna	donner		
lieu	lieu		
de	de		
quitter	quitter		
sa	son		
Femme	femme		
,	,		
&	avoir		
d’aller	dlaller		
demeurer	demeurer		
avec	avec		
sa	son		
Maîtresse	maîtresse		
.	.		
Lydiane	Lydiane		
qui	qui		
croyoit	croire		
n’avoir	navoir		
plus	plus		
tant	tant		
d’amour	déamour		
pour	pour		
son	son		
Mary	Mary		
,	,		
parce	parce		
qu’elle	quelle		
n’avoit	naître		
pas	pas		
sujet	sujet		
de	de		
l’aimer	lnaimer		
,	,		
ne	ne		
sentit	sentir		
d’abord	déabord		
ny	ny		
toute	tout		
sa	son		
douleur	douleur		
,	,		
ny	ny		
tout	tout		
son	son		
amour	amour		
;	;		
elle	il		
crût	croire		
mesme	mesme		
qu’elle	quelle		
le	le		
haïssoit	haïr		
,	,		
parce	parce		
qu’elle	quelle		
faisoit	faire		
ses	son		
efforts	effort		
pour	pour		
le	il		
haïr	haïr		
.	.		
Quelque	quelque		
temps	temps		
apres	aprendre		
elle	il		
eust	eust		
des	un		
retours	retour		
de	de		
tendresse	tendresse		
qui	qui		
luy	luy		
firent	faire		
soufrir	soufrir		
tout	tout		
ce	ce		
que	que		
la	le		
jalousie	jalousie		
a	avoir		
de	de		
plus	plus		
